,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,3.3304758338492935,3.513642967200633,3.2900539164231093,3.7810287414867725,3.544966431944047,4.655463750932687,3.2738892032968856,3.8836248715595003,4.717803855803484,4.962013944526584,5.943181415291671,8.389519646573895,6.987285319337475,8.938604813483124,3.661290425470805,3.8040882119284003,6.870074189978792,8.700783844845898,4.696019475458629,11.580799715434066,7.910578731764588,13.229808291088087,13.641476739724677,14.205081095761496,4.739052284305234,6.318585941639696,31.578944429819327,8.653715528767409,9.088764385596315,8.133000285241419,6.8464562053076845
1,4.190723345934704,3.4438935356023648,4.902759437893873,4.186352522812128,4.658472911052902,5.0,3.9793990046684393,4.384615384615385,3.713906763541037,3.344304069195033,4.524731429154817,5.430608780045552,9.06030190622643,10.026143656538746,4.881720567294407,8.6396719726727,7.005039578389219,7.784911861177909,12.742779637650338,5.968477970694347,13.59716081797977,27.56512698313812,27.805145268543228,28.221433345994747,12.572384054001699,32.005011400044545,3.6167777207178604,13.186614139074146,12.303331495441649,4.642329104253071,3.686574418828235
2,3.6167777207178604,5.375872022286245,11.934999751442692,5.912828296301057,5.37388716285284,4.027991944024168,3.8557611697241074,4.864304908505065,3.7262065676254963,4.47213595499958,3.4785054261852175,13.787447139704181,4.611706386051897,7.212017173306592,7.44,7.733214585375891,8.77674219549155,3.3791890919152365,16.443843832875572,11.118336768350815,12.011863814522073,37.90819077501657,31.402237928336685,28.912257861907733,26.620400039224254,57.05882352941177,7.204050297268902,11.115849991255466,3.945575695328575,6.763480606933822,8.300317188110492
3,3.9203097651084473,4.801960383990248,,8.132028437415581,9.546018968612008,5.522147919701067,8.874706343664673,8.918033832276503,3.7041179756762994,4.417383200072548,4.0026901610411985,11.45610548751959,5.752237416355278,3.504891433324414,8.36,8.902681166859951,13.155870289605437,10.732463795538358,22.973465415061813,15.345388498219132,23.828981329321575,42.03042707372838,42.12280522751516,8.310422902327215,22.24244624798135,4.645983233112328,36.169120439708905,13.845641657395005,5.516600796452667,3.871580926099702,4.265376872614322
4,18.64184133006132,3.3448236581122486,,,,4.427188724235731,5.551578417622835,7.864426459686873,6.4189371530816866,4.8801566781753865,5.871187849352049,8.066323435772446,5.030925176034551,6.247236059852089,5.185837692324448,11.409804739318856,13.833352754992937,17.362000898302828,3.4988624174952223,18.738937070085242,4.404267001487636,3.5407756195684814,4.352941176470588,36.99800276116076,54.85478536777632,12.325174245520431,14.315560434338314,4.176626314361532,7.797423663069355,5.418712523731736,
5,,17.0,,,,3.78801486319333,3.9014031982546364,,9.096109718308409,6.844146825794932,8.788321489032738,4.06357796313605,3.6396286282702164,5.663150138196104,6.264449173082698,10.6421199476952,3.2693515861427986,16.36793558264168,23.560059518056867,25.823786022353538,3.6470588235294117,12.001126073291083,13.004513040218113,18.38450222059276,16.567172017970737,15.958714003581413,7.552985081616583,5.30051848622609,3.4238358508698483,5.309294877819853,
6,,4.071892788474301,,,,10.068864879858873,,,7.8832950892006215,3.2979394315817903,4.219325724350109,7.303855850488712,5.706254639693143,5.873188934603915,5.4719432211286385,8.139340807355381,13.991118061662714,4.6169913359827515,4.813677617466689,11.048206817146443,28.249066464178263,4.603171644550004,29.396232097642407,17.896762770039132,20.87773754392692,63.82526263904753,15.110353084441519,9.95555836023267,5.5612253237601434,5.154834925176888,
7,,,,,,10.63272131313097,,,3.44762796917843,3.931792280408211,3.4340140987172254,4.1182147707802415,7.121128939385785,5.0,7.35364317028987,4.097075322821556,6.736788034726545,20.336233088692307,5.253267266770968,17.433610249301168,35.65612968274111,31.432028302666446,5.214312140147587,19.436605197966582,65.87379568888113,3.878337726898484,49.90282751450904,20.712618101677187,,5.6221785270465325,
8,,,,,,3.419705644406649,,,7.0093021579955765,5.877830883842578,6.560592908445458,7.3376227733920585,7.109771958164535,10.043370711565036,5.324970413927065,10.243467916133977,17.649909370905146,3.359351603908254,4.776178513007948,16.95666886816483,5.1478150704934995,7.039373469455104,70.2854683332446,68.05792232204672,6.129466850835659,35.315321684806406,3.445210034612736,15.838867208990512,,,
9,,,,,,3.1087838041932185,,,8.877545314489293,6.030552840956422,14.471559259363183,8.359757979207252,7.123186622236543,36.08815236256712,8.761919722436291,6.232561264838432,35.49314284119686,20.509992535699105,11.04491281133088,6.239503248834944,7.94162362274591,59.160505638194195,10.418917705493511,8.865196782888226,4.109974682633933,4.215721491311742,9.050186868398972,,,,
