0	208.0	61.25	5.295135648730969
0	229.0	75.25	13.873416958817591
1	226.0	69.25	8.5289077871224
1	259.0	83.25	3.917793099851794
2	223.0	67.25	7.761140001162655
3	226.0	67.25	6.937531635241439
4	217.0	68.25	11.179131136764296
5	221.0	68.25	10.661378307026798
5	272.0	97.25	4.899089821699647
6	226.0	67.25	4.180192875216702
7	205.0	62.25	5.130329881938285
7	227.0	69.25	5.249639879192664
8	214.0	68.25	7.5483566176204775
9	204.0	70.25	10.02657828636357
9	219.0	82.25	17.33608675727663
9	260.75	84.0	3.2009219983223995
10	215.0	83.25	17.52
10	224.0	77.25	9.24
11	205.0	80.25	17.996832555710082
11	237.0	77.25	6.609085247555022
12	208.0	82.25	18.211602503717916
12	228.0	76.25	6.800566625070175
12	238.0	79.25	6.800566625070175
13	205.0	80.25	16.873594374066332
13	232.0	81.25	10.411265490655062
14	193.0	79.25	19.288611705258766
14	229.0	87.25	18.23401974284696
15	201.0	84.25	23.229306299176038
15	231.0	92.25	23.583307948485587
15	266.75	105.0	7.516605725606233
16	193.0	87.25	25.283176706858733
16	230.0	97.25	27.30862456459051
17	187.0	88.25	32.79057214538383
17	231.0	106.25	37.05481695352791
18	234.0	108.25	38.74581058434367
19	227.0	108.25	40.969214530593995
20	203.0	93.25	34.415011629341215
20	234.0	114.25	44.883806424707274
21	236.0	114.25	44.913682926555346
21	269.75	130.0	19.886882405799422
22	227.0	113.25	45.164452837081576
22	266.75	127.0	21.301691402239715
23	229.0	115.25	46.35193393332613
24	228.0	115.25	46.86645358253399
25	217.0	116.25	51.600707522835364
26	215.0	119.25	53.01479369636977
27	212.0	123.25	57.72347875864725
28	211.0	125.25	58.16718564726632
29	209.0	127.25	61.74772052553042
30	213.0	123.25	56.089214649520635
31	208.0	120.25	51.7776801886683
32	214.0	110.25	41.29043975229325
33	222.0	99.25	25.52018060657148
34	216.0	87.25	10.822097335776135
35	212.0	84.25	7.471501626027652
36	220.0	82.25	4.375833367937362
